stateabb,sedaadmin,sedaadminname,subject,ys_mn19_ol,ys_mn19_ol_se,ys_mn19_eb,ys_mn19_eb_se,ys_mn22_ol,ys_mn22_ol_se,ys_mn22_eb,ys_mn22_eb_se,ys_chg_ol,ys_chg_ol_se,ys_chg_eb,ys_chg_eb_se,tot_asmt19,tot_asmt22,cell19,cell22,avg_asmt19,avg_asmt22
MA,2500001,QUABBIN,rla,0.233,0.05953645,0.255,0.0477,0.184,0.06143246,0.165,0.0507,-0.0483,0.0856051,-0.0903,0.0501,993,1007,6,6,165.5,167.8
MA,2500002,SPENCER-E BROOKFIELD,mth,-0.0496,0.06537663,-0.0478,0.0541,-0.332,0.06675147,-0.319,0.0574,-0.283,0.09342466,-0.271,0.0623,681,658,6,6,113.5,109.7
MA,2500002,SPENCER-E BROOKFIELD,rla,0.0392,0.06264295,0.0382,0.0496,-0.12,0.0641189,-0.105,0.0527,-0.16,0.08964559,-0.143,0.0508,682,658,6,6,113.7,109.7
MA,2500013,SOUTHWICK-TOLLAND-GRANVILLE REGIONAL SCHOOL DISTRICT,mth,0.0381,0.06581055,0.126,0.0545,0.108,0.06805392,0.0291,0.0582,0.07,0.0946753,-0.0972,0.0627,689,633,6,6,114.8,105.5
MA,2500013,SOUTHWICK-TOLLAND-GRANVILLE REGIONAL SCHOOL DISTRICT,rla,0.147,0.05952282,0.193,0.0479,0.16,0.06378216,0.12,0.052,0.0125,0.08726183,-0.0738,0.0505,691,631,6,6,115.2,105.2
MA,2500067,MANCHESTER ESSEX REGIONAL,mth,0.603,0.0683495,0.621,0.056,0.545,0.07027651,0.51,0.0599,-0.0572,0.09798347,-0.111,0.0635,656,548,6,6,109.3,91.3
MA,2500067,MANCHESTER ESSEX REGIONAL,rla,0.649,0.06098252,0.67,0.049,0.671,0.06647542,0.63,0.0537,0.0225,0.09013729,-0.0406,0.051,657,548,6,6,109.5,91.3
MA,2500542,AYER SHIRLEY SCHOOL DISTRICT,mth,0.267,0.0648031,0.285,0.0537,0.122,0.06530838,0.106,0.0564,-0.145,0.0920118,-0.18,0.0619,831,767,6,6,138.5,127.8
MA,2500542,AYER SHIRLEY SCHOOL DISTRICT,rla,0.257,0.05911758,0.299,0.0476,0.278,0.06299833,0.235,0.0515,0.0214,0.08640353,-0.0634,0.0503,832,764,6,6,138.7,127.3
MA,2500544,MONOMOY REGIONAL SCHOOL DISTRICT,rla,0.418,0.05998294,0.447,0.0481,0.421,0.06305213,0.386,0.0517,0.00314,0.08708318,-0.0609,0.0504,900,850,6,6,150.0,141.7
MA,2500544,MONOMOY REGIONAL SCHOOL DISTRICT,mth,0.321,0.06340002,0.354,0.0529,0.25,0.06508391,0.216,0.0562,-0.0711,0.09085368,-0.138,0.0615,901,848,6,6,150.2,141.3
MA,2501650,ABINGTON,mth,0.282,0.06331711,0.289,0.0526,0.142,0.06388127,0.128,0.0554,-0.14,0.08990355,-0.161,0.0611,954,931,6,6,159.0,155.2
MA,2501650,ABINGTON,rla,0.393,0.05809448,0.418,0.0468,0.385,0.06078608,0.353,0.0502,-0.00785,0.08406872,-0.0645,0.0498,955,928,6,6,159.2,154.7
MA,2501710,ACTON-BOXBOROUGH,mth,0.955,0.06005378,0.97,0.0506,0.834,0.06040229,0.811,0.0528,-0.122,0.08518089,-0.159,0.0595,2551,2380,6,6,425.2,396.7
MA,2501710,ACTON-BOXBOROUGH,rla,0.828,0.05329589,0.818,0.0436,0.758,0.05465608,0.756,0.0461,-0.0702,0.07634165,-0.0627,0.048,2554,2382,6,6,425.7,397.0
MA,2501740,ACUSHNET,mth,0.411,0.06639017,0.442,0.0549,0.382,0.0681046,0.34,0.0583,-0.0293,0.09511373,-0.101,0.0628,651,615,6,6,108.5,102.5
MA,2501740,ACUSHNET,rla,0.402,0.05920079,0.428,0.0479,0.422,0.06470306,0.373,0.0525,0.0208,0.08765761,-0.0544,0.0506,647,616,6,6,107.8,102.7
MA,2501780,ADAMS-CHESHIRE,mth,-0.244,0.0672527,-0.216,0.0554,-0.427,0.06887709,-0.439,0.0589,-0.183,0.09623798,-0.222,0.0631,579,487,6,6,96.5,81.2
MA,2501780,ADAMS-CHESHIRE,rla,-0.111,0.06241549,-0.0782,0.05,-0.176,0.06823335,-0.198,0.0548,-0.065,0.09243013,-0.12,0.0514,579,490,6,6,96.5,81.7
MA,2501800,AGAWAM,mth,0.384,0.06024798,0.34,0.0506,0.029,0.06048122,0.0661,0.0529,-0.355,0.08536558,-0.274,0.0596,1674,1521,6,6,279.0,253.5
MA,2501800,AGAWAM,rla,0.209,0.05420976,0.216,0.0442,0.115,0.05590276,0.109,0.0469,-0.0938,0.07784963,-0.108,0.0484,1672,1534,6,6,278.7,255.7
MA,2501860,AMESBURY,mth,0.3,0.06495973,0.3,0.0539,0.0683,0.06645014,0.0715,0.0572,-0.231,0.09292848,-0.229,0.0622,960,846,6,6,160.0,141.0
MA,2501860,AMESBURY,rla,0.385,0.05950302,0.336,0.0477,0.134,0.06181184,0.18,0.0509,-0.251,0.0857026,-0.156,0.0501,968,858,6,6,161.3,143.0
MA,2501950,ANDOVER,rla,0.778,0.05302808,0.792,0.0434,0.788,0.05469428,0.76,0.0461,0.0102,0.07618129,-0.0313,0.048,2846,2640,6,6,474.3,440.0
MA,2501950,ANDOVER,mth,0.759,0.05884081,0.787,0.0498,0.725,0.06002441,0.687,0.0525,-0.0345,0.08406219,-0.0995,0.0592,2844,2637,6,6,474.0,439.5
MA,2501980,ARLINGTON,mth,0.772,0.05846076,0.81,0.0495,0.756,0.05927074,0.712,0.0519,-0.016,0.08325902,-0.0973,0.0589,2770,2828,6,6,461.7,471.3
MA,2501980,ARLINGTON,rla,0.772,0.05315687,0.802,0.0435,0.83,0.05416602,0.791,0.0458,0.0573,0.0759123,-0.0118,0.0479,2764,2827,6,6,460.7,471.2
MA,2502040,ASHBURNHAM-WESTMINSTER,mth,0.334,0.06125141,0.354,0.0513,0.189,0.0618707,0.172,0.0539,-0.144,0.08705053,-0.182,0.0602,1120,1116,6,6,186.7,186.0
MA,2502040,ASHBURNHAM-WESTMINSTER,rla,0.298,0.0558886,0.348,0.0453,0.345,0.05743922,0.301,0.048,0.0468,0.0801595,-0.047,0.0489,1119,1114,6,6,186.5,185.7
MA,2502100,ASHLAND,mth,0.683,0.06380827,0.678,0.0531,0.451,0.06351039,0.451,0.0551,-0.231,0.09005461,-0.227,0.0612,1223,1324,6,6,203.8,220.7
MA,2502100,ASHLAND,rla,0.654,0.05743292,0.62,0.0463,0.483,0.05875445,0.508,0.049,-0.171,0.08218356,-0.112,0.0493,1223,1319,6,6,203.8,219.8
MA,2502160,ATHOL-ROYALSTON,mth,-0.0549,0.06843059,-0.0368,0.0558,-0.279,0.06652131,-0.28,0.0575,-0.224,0.09541505,-0.243,0.0628,679,725,6,6,113.2,120.8
MA,2502160,ATHOL-ROYALSTON,rla,-0.0515,0.06195812,-0.0712,0.0492,-0.275,0.06390059,-0.242,0.0524,-0.224,0.08902705,-0.171,0.0507,680,724,6,6,113.3,120.7
MA,2502190,ATTLEBORO,mth,0.252,0.05847726,0.262,0.0494,0.079,0.05873204,0.0702,0.0516,-0.173,0.08287573,-0.192,0.0587,2689,2614,6,6,448.2,435.7
MA,2502190,ATTLEBORO,rla,0.314,0.05303614,0.296,0.0434,0.144,0.05412933,0.162,0.0457,-0.171,0.07578318,-0.134,0.0478,2688,2619,6,6,448.0,436.5
MA,2502220,AUBURN,rla,0.524,0.05657528,0.491,0.0458,0.332,0.05842501,0.362,0.0486,-0.192,0.08134306,-0.128,0.0492,1237,1209,6,6,206.2,201.5
MA,2502220,AUBURN,mth,0.433,0.06211382,0.432,0.0519,0.246,0.06288087,0.242,0.0546,-0.187,0.08838096,-0.191,0.0607,1238,1210,6,6,206.3,201.7
MA,2502310,BARNSTABLE,rla,0.185,0.05383822,0.152,0.0439,-0.0533,0.05514623,-0.0173,0.0464,-0.238,0.07708395,-0.169,0.0482,2231,2016,6,6,371.8,336.0
MA,2502310,BARNSTABLE,mth,0.138,0.05930149,0.0958,0.05,-0.25,0.05986758,-0.207,0.0524,-0.388,0.08426085,-0.303,0.0592,2241,2007,6,6,373.5,334.5
MA,2502400,BEDFORD,mth,0.885,0.06458369,0.895,0.0536,0.806,0.06443935,0.779,0.0558,-0.0798,0.09125588,-0.116,0.0616,1177,1214,6,6,196.2,202.3
MA,2502400,BEDFORD,rla,0.827,0.05814963,0.858,0.0467,0.899,0.05965791,0.85,0.0496,0.0719,0.08333747,-0.00774,0.0496,1177,1211,6,6,196.2,201.8
MA,2502430,BELCHERTOWN,mth,0.0851,0.06243921,0.142,0.0521,0.0463,0.06363593,-0.000508,0.0551,-0.0388,0.08913814,-0.143,0.0609,1062,941,6,6,177.0,156.8
MA,2502430,BELCHERTOWN,rla,0.0719,0.05605355,0.144,0.0456,0.167,0.05914244,0.102,0.049,0.0951,0.08149473,-0.042,0.0492,1065,947,6,6,177.5,157.8
MA,2502460,BELLINGHAM,mth,0.145,0.06300262,0.171,0.0525,-0.00432,0.06395553,-0.0224,0.0554,-0.149,0.08972167,-0.193,0.0611,1016,920,6,6,169.3,153.3
MA,2502460,BELLINGHAM,rla,0.143,0.05674476,0.155,0.0459,0.0482,0.05931753,0.0424,0.0491,-0.0945,0.08208502,-0.112,0.0494,1014,926,6,6,169.0,154.3
MA,2502490,BELMONT,mth,1.26,0.06108078,1.25,0.0514,1.14,0.0623823,1.13,0.0542,-0.123,0.0873178,-0.122,0.0603,2130,2046,6,6,355.0,341.0
MA,2502490,BELMONT,rla,1.04,0.05437881,1.03,0.0443,1.0,0.05580554,0.993,0.0469,-0.0341,0.07793626,-0.0354,0.0484,2131,2051,6,6,355.2,341.8
MA,2502520,BERKLEY,mth,0.399,0.06713707,0.393,0.0552,0.171,0.06712759,0.176,0.0578,-0.228,0.09494791,-0.217,0.0627,571,564,6,6,95.2,94.0
MA,2502520,BERKLEY,rla,0.47,0.06510811,0.471,0.051,0.384,0.06557387,0.381,0.0538,-0.0853,0.09241771,-0.0899,0.0513,572,565,6,6,95.3,94.2
MA,2502640,BEVERLY,mth,0.352,0.05965979,0.334,0.0502,0.13,0.05989232,0.14,0.0524,-0.222,0.08453558,-0.194,0.0593,2120,2133,6,6,353.3,355.5
MA,2502640,BEVERLY,rla,0.398,0.05388064,0.377,0.044,0.235,0.05594018,0.252,0.0469,-0.163,0.07767038,-0.125,0.0483,2119,2124,6,6,353.2,354.0
MA,2502670,BILLERICA,mth,0.317,0.05875071,0.311,0.0496,0.121,0.05876081,0.122,0.0516,-0.196,0.08308812,-0.189,0.0588,2327,2265,6,6,387.8,377.5
MA,2502670,BILLERICA,rla,0.319,0.05286981,0.324,0.0434,0.229,0.0546824,0.224,0.046,-0.0903,0.076069,-0.0996,0.0479,2324,2261,6,6,387.3,376.8
MA,2502715,BLACKSTONE-MILLVILLE,rla,0.168,0.05827382,0.206,0.0472,0.165,0.06299405,0.128,0.0514,-0.00321,0.08584502,-0.0776,0.0502,847,736,6,6,141.2,122.7
MA,2502715,BLACKSTONE-MILLVILLE,mth,0.153,0.06406435,0.208,0.0533,0.144,0.06585092,0.0921,0.0567,-0.00844,0.09186534,-0.116,0.0618,845,740,6,6,140.8,123.3
MA,2502790,BOSTON,mth,-0.186,0.05558802,-0.173,0.0475,-0.418,0.05623756,-0.419,0.0497,-0.232,0.0790746,-0.247,0.0573,20882,18900,6,6,3480.3,3150.0
MA,2502790,BOSTON,rla,-0.146,0.04990299,-0.116,0.0413,-0.213,0.05104963,-0.23,0.0435,-0.0668,0.07139753,-0.114,0.0467,20867,18840,6,6,3477.8,3140.0
MA,2502820,BOURNE,mth,0.105,0.06306287,0.115,0.0526,-0.118,0.06480869,-0.118,0.056,-0.223,0.09036914,-0.233,0.0613,1006,813,6,6,167.7,135.5
MA,2502820,BOURNE,rla,0.238,0.05748644,0.201,0.0466,-0.0125,0.0614548,0.035,0.0505,-0.251,0.08414981,-0.166,0.0498,1009,814,6,6,168.2,135.7
MA,2502940,BRAINTREE,mth,0.545,0.05800766,0.537,0.0492,0.359,0.05911911,0.359,0.0518,-0.186,0.08282612,-0.179,0.0587,2778,2516,6,6,463.0,419.3
MA,2502940,BRAINTREE,rla,0.643,0.05282537,0.602,0.0433,0.441,0.0546308,0.473,0.046,-0.202,0.07600279,-0.129,0.0479,2778,2510,6,6,463.0,418.3
MA,2503030,BRIDGEWATER-RAYNHAM,mth,0.457,0.05819101,0.443,0.0493,0.206,0.05861682,0.216,0.0515,-0.252,0.08259246,-0.226,0.0586,2470,2590,6,6,411.7,431.7
MA,2503030,BRIDGEWATER-RAYNHAM,rla,0.423,0.05256535,0.389,0.0431,0.214,0.05356344,0.244,0.0453,-0.209,0.07505483,-0.145,0.0476,2470,2590,6,6,411.7,431.7
MA,2503090,BROCKTON,mth,-0.407,0.05636953,-0.366,0.048,-0.577,0.05705998,-0.596,0.0503,-0.17,0.08020283,-0.23,0.0577,7683,6771,6,6,1280.5,1128.5
MA,2503090,BROCKTON,rla,-0.325,0.05069142,-0.287,0.0419,-0.4,0.05220474,-0.415,0.0443,-0.0752,0.07276914,-0.128,0.0471,7686,6764,6,6,1281.0,1127.3
MA,2503240,BURLINGTON,mth,0.545,0.0608122,0.542,0.0511,0.376,0.06118537,0.371,0.0534,-0.17,0.08627704,-0.172,0.0599,1556,1612,6,6,259.3,268.7
MA,2503240,BURLINGTON,rla,0.448,0.05468784,0.467,0.0445,0.421,0.05626408,0.4,0.0472,-0.0275,0.07848106,-0.0668,0.0485,1555,1609,6,6,259.2,268.2
MA,2503300,CANTON,rla,0.589,0.05569852,0.57,0.0451,0.458,0.05670128,0.469,0.0475,-0.13,0.07950694,-0.101,0.0487,1513,1512,6,6,252.2,252.0
MA,2503300,CANTON,mth,0.586,0.06127748,0.564,0.0514,0.37,0.06150016,0.379,0.0536,-0.216,0.0868296,-0.184,0.0602,1513,1505,6,6,252.2,250.8
MA,2503360,CARVER,mth,0.134,0.06395076,0.135,0.0531,-0.115,0.06418271,-0.108,0.0556,-0.249,0.09059417,-0.243,0.0614,739,702,6,6,123.2,117.0
MA,2503360,CARVER,rla,0.137,0.05854548,0.131,0.047,-0.0167,0.06001376,-0.00422,0.0498,-0.154,0.08387063,-0.136,0.0497,739,706,6,6,123.2,117.7
MA,2503390,CENTRAL BERKSHIRE,mth,0.168,0.06696581,0.194,0.0549,0.0412,0.06600207,0.0197,0.0571,-0.126,0.09400208,-0.174,0.0623,674,652,6,6,112.3,108.7
MA,2503390,CENTRAL BERKSHIRE,rla,0.166,0.06372602,0.251,0.0505,0.303,0.06720584,0.217,0.0545,0.137,0.0925116,-0.0338,0.0514,676,648,6,6,112.7,108.0
MA,2503510,CHELMSFORD,mth,0.657,0.05961599,0.632,0.0502,0.385,0.05970741,0.401,0.0523,-0.272,0.08438154,-0.232,0.0592,2219,2326,6,6,369.8,387.7
MA,2503510,CHELMSFORD,rla,0.652,0.0534615,0.639,0.0437,0.543,0.05469376,0.55,0.0461,-0.109,0.07649232,-0.0891,0.048,2223,2327,6,6,370.5,387.8
MA,2503660,CHICOPEE,mth,0.0992,0.0576321,0.0686,0.0489,-0.244,0.05822446,-0.213,0.0512,-0.343,0.08192302,-0.281,0.0584,3269,3029,6,6,544.8,504.8
MA,2503660,CHICOPEE,rla,0.0662,0.05196359,0.0399,0.0428,-0.17,0.05395219,-0.137,0.0455,-0.236,0.07491457,-0.176,0.0476,3272,3026,6,6,545.3,504.3
MA,2503750,CLINTON,mth,-0.141,0.06287146,-0.0985,0.0525,-0.239,0.06569913,-0.272,0.0566,-0.0981,0.09089315,-0.173,0.0616,870,863,6,6,145.0,143.8
MA,2503750,CLINTON,rla,-0.017,0.05749308,-0.0132,0.0467,-0.168,0.06197367,-0.157,0.0508,-0.151,0.08454937,-0.144,0.0499,867,861,6,6,144.5,143.5
MA,2503780,COHASSET,mth,0.498,0.06452547,0.542,0.0536,0.503,0.06563424,0.451,0.0566,0.00517,0.09203798,-0.0912,0.0619,716,627,6,6,119.3,104.5
MA,2503780,COHASSET,rla,0.711,0.05968147,0.747,0.0479,0.775,0.06267633,0.727,0.0514,0.0641,0.08655581,-0.02,0.0503,716,625,6,6,119.3,104.2
MA,2503840,CONCORD,rla,0.876,0.05604594,0.865,0.0454,0.817,0.05744206,0.81,0.048,-0.0591,0.0802725,-0.055,0.0489,1406,1341,6,6,234.3,223.5
MA,2503840,CONCORD,mth,0.917,0.06163913,0.87,0.0516,0.681,0.06237891,0.701,0.0543,-0.236,0.08769611,-0.17,0.0604,1407,1339,6,6,234.5,223.2
MA,2503990,DANVERS,mth,0.218,0.05982013,0.23,0.0504,0.101,0.06071874,0.0839,0.053,-0.117,0.08521308,-0.146,0.0596,1640,1528,6,6,273.3,254.7
MA,2503990,DANVERS,rla,0.322,0.05499629,0.329,0.0448,0.249,0.05730528,0.236,0.0478,-0.0731,0.07939889,-0.0923,0.0487,1642,1529,6,6,273.7,254.8
MA,2504020,DARTMOUTH,mth,0.357,0.05965402,0.417,0.0503,0.378,0.06046211,0.322,0.0528,0.0208,0.08493297,-0.0949,0.0595,1699,1566,6,6,283.2,261.0
MA,2504020,DARTMOUTH,rla,0.482,0.05488434,0.483,0.0446,0.393,0.05634722,0.392,0.0473,-0.0895,0.07865599,-0.0907,0.0485,1702,1563,6,6,283.7,260.5
MA,2504050,DEDHAM,mth,0.364,0.06295523,0.377,0.0526,0.196,0.06454978,0.184,0.0558,-0.167,0.09017343,-0.193,0.0613,1245,1117,6,6,207.5,186.2
MA,2504050,DEDHAM,rla,0.299,0.05661565,0.317,0.0459,0.254,0.05957013,0.234,0.0493,-0.0447,0.08216489,-0.0838,0.0494,1245,1117,6,6,207.5,186.2
MA,2504140,DENNIS-YARMOUTH,mth,0.0407,0.06136686,0.0468,0.0514,-0.157,0.06179616,-0.158,0.0538,-0.197,0.08709832,-0.205,0.0602,1428,1321,6,6,238.0,220.2
MA,2504140,DENNIS-YARMOUTH,rla,0.0688,0.06307243,0.102,0.0488,0.0259,0.05836042,0.00453,0.0493,-0.0429,0.08601879,-0.0973,0.0499,1204,1314,5,6,240.8,219.0
MA,2504200,DIGHTON-REHOBOTH,mth,0.335,0.06043655,0.329,0.0508,0.0971,0.06100047,0.103,0.0532,-0.238,0.08586356,-0.226,0.0597,1397,1248,6,6,232.8,208.0
MA,2504200,DIGHTON-REHOBOTH,rla,0.318,0.05450562,0.328,0.0445,0.244,0.05688169,0.235,0.0475,-0.0733,0.07878423,-0.0931,0.0486,1398,1251,6,6,233.0,208.5
MA,2504230,DOUGLAS,rla,0.461,0.06352476,0.402,0.0503,0.189,0.06641668,0.248,0.054,-0.271,0.09188508,-0.154,0.0513,589,541,6,6,98.2,90.2
MA,2504230,DOUGLAS,mth,0.182,0.0674959,0.182,0.0555,-0.0614,0.06889496,-0.0552,0.0589,-0.243,0.09644388,-0.238,0.063,589,541,6,6,98.2,90.2
MA,2504320,DRACUT,rla,0.354,0.05482262,0.319,0.0445,0.135,0.05565948,0.168,0.0468,-0.219,0.07814587,-0.151,0.0484,1800,1783,6,6,300.0,297.2
MA,2504320,DRACUT,mth,0.204,0.05991149,0.211,0.0505,-0.0011,0.06024121,-0.00422,0.0527,-0.205,0.08496642,-0.215,0.0594,1798,1787,6,6,299.7,297.8
MA,2504360,DUDLEY-CHARLTON REG,mth,0.285,0.05906354,0.279,0.0498,0.088,0.05991586,0.0887,0.0525,-0.197,0.08410585,-0.19,0.0592,1793,1699,6,6,298.8,283.2
MA,2504360,DUDLEY-CHARLTON REG,rla,0.385,0.05355531,0.382,0.0439,0.274,0.05603498,0.277,0.0469,-0.111,0.07750261,-0.105,0.0483,1796,1702,6,6,299.3,283.7
MA,2504410,DUXBURY,mth,0.629,0.06043148,0.625,0.0508,0.482,0.06128773,0.473,0.0535,-0.148,0.08605949,-0.152,0.0599,1375,1231,6,6,229.2,205.2
MA,2504410,DUXBURY,rla,0.704,0.05517009,0.688,0.0448,0.596,0.05691802,0.603,0.0476,-0.108,0.07926244,-0.0851,0.0487,1375,1222,6,6,229.2,203.7
MA,2504440,EAST BRIDGEWATER,mth,0.287,0.06237034,0.286,0.0521,0.109,0.06300657,0.105,0.0547,-0.178,0.08863695,-0.182,0.0607,1032,948,6,6,172.0,158.0
MA,2504440,EAST BRIDGEWATER,rla,0.34,0.05751482,0.34,0.0462,0.237,0.05830931,0.235,0.0487,-0.103,0.08193951,-0.104,0.0493,1032,948,6,6,172.0,158.0
MA,2504500,EAST LONGMEADOW,mth,0.365,0.06109581,0.381,0.0513,0.228,0.06243487,0.211,0.0543,-0.138,0.08733519,-0.171,0.0603,1209,1143,6,6,201.5,190.5
MA,2504500,EAST LONGMEADOW,rla,0.44,0.05558699,0.449,0.0452,0.371,0.05850179,0.364,0.0486,-0.069,0.08069955,-0.0848,0.0491,1211,1140,6,6,201.8,190.0
MA,2504590,EASTHAMPTON,mth,0.107,0.06663752,0.141,0.055,-0.00593,0.06828219,-0.0334,0.0585,-0.113,0.09541985,-0.174,0.0629,683,642,6,6,113.8,107.0
MA,2504590,EASTHAMPTON,rla,0.127,0.06139019,0.165,0.049,0.118,0.06422548,0.0813,0.0525,-0.00962,0.08883972,-0.0833,0.0507,683,645,6,6,113.8,107.5
MA,2504620,EASTON,mth,0.616,0.06007123,0.608,0.0506,0.406,0.06091696,0.408,0.0532,-0.21,0.08554741,-0.2,0.0597,1690,1578,6,6,281.7,263.0
MA,2504620,EASTON,rla,0.582,0.0543831,0.572,0.0443,0.475,0.05598241,0.48,0.047,-0.107,0.07804705,-0.0919,0.0484,1700,1578,6,6,283.3,263.0
MA,2504800,FAIRHAVEN,rla,0.332,0.05802829,0.339,0.0469,0.264,0.06183542,0.248,0.0508,-0.0676,0.08478696,-0.0911,0.05,948,837,6,6,158.0,139.5
MA,2504800,FAIRHAVEN,mth,0.396,0.06349889,0.416,0.0529,0.303,0.06439941,0.278,0.0557,-0.0934,0.09044882,-0.137,0.0613,951,831,6,6,158.5,138.5
MA,2504830,FALL RIVER,mth,-0.187,0.05731214,-0.201,0.0487,-0.51,0.05770593,-0.487,0.0508,-0.324,0.08133614,-0.287,0.0581,4939,4810,6,6,823.2,801.7
MA,2504830,FALL RIVER,rla,-0.179,0.05172431,-0.183,0.0426,-0.371,0.05295289,-0.354,0.0449,-0.192,0.07403886,-0.171,0.0474,4945,4831,6,6,824.2,805.2
MA,2504860,FALMOUTH,mth,0.494,0.0612602,0.496,0.0514,0.3,0.06200871,0.296,0.054,-0.194,0.08717064,-0.201,0.0602,1634,1431,6,6,272.3,238.5
MA,2504860,FALMOUTH,rla,0.573,0.05557042,0.523,0.0452,0.331,0.05791647,0.377,0.0482,-0.242,0.08028531,-0.146,0.0489,1631,1436,6,6,271.8,239.3
MA,2504890,FITCHBURG,mth,-0.243,0.05913776,-0.227,0.0499,-0.452,0.0598027,-0.456,0.0524,-0.209,0.08410123,-0.229,0.0591,2479,2442,6,6,413.2,407.0
MA,2504890,FITCHBURG,rla,-0.0676,0.05383224,-0.0636,0.044,-0.216,0.05594741,-0.209,0.0469,-0.148,0.07765124,-0.146,0.0483,2481,2454,6,6,413.5,409.0
MA,2504950,FOXBOROUGH,mth,0.576,0.06261327,0.594,0.0522,0.487,0.06346902,0.461,0.0551,-0.0889,0.08913657,-0.133,0.0609,1157,1097,6,6,192.8,182.8
MA,2504950,FOXBOROUGH,rla,0.38,0.05693531,0.431,0.0461,0.455,0.06023137,0.398,0.0497,0.0748,0.08285319,-0.0332,0.0495,1159,1103,6,6,193.2,183.8
MA,2505010,FRANKLIN,mth,0.688,0.05925777,0.66,0.05,0.448,0.06026154,0.461,0.0527,-0.24,0.08449709,-0.199,0.0593,2340,2119,6,6,390.0,353.2
MA,2505010,FRANKLIN,rla,0.638,0.05333505,0.615,0.0437,0.504,0.05573032,0.515,0.0467,-0.134,0.07709949,-0.1,0.0482,2345,2114,6,6,390.8,352.3
MA,2505070,FREETOWN-LAKEVILLE,mth,0.31,0.0611644,0.359,0.0512,0.297,0.06122059,0.25,0.0534,-0.0134,0.08653789,-0.108,0.0599,1395,1333,6,6,232.5,222.2
MA,2505070,FREETOWN-LAKEVILLE,rla,0.297,0.05498777,0.326,0.0448,0.286,0.05744699,0.257,0.0479,-0.0115,0.07953859,-0.0695,0.0488,1397,1339,6,6,232.8,223.2
MA,2505130,GARDNER,rla,-0.312,0.05760374,-0.215,0.0465,-0.198,0.06023835,-0.274,0.0498,0.115,0.08341641,-0.059,0.0496,1107,999,6,6,184.5,166.5
MA,2505130,GARDNER,mth,-0.305,0.06291223,-0.238,0.0525,-0.359,0.06447056,-0.406,0.0558,-0.0545,0.09006771,-0.168,0.0613,1103,1002,6,6,183.8,167.0
MA,2505220,GEORGETOWN,mth,0.339,0.06852191,0.334,0.0559,0.137,0.06638338,0.138,0.0574,-0.201,0.09540665,-0.196,0.0627,602,592,6,6,100.3,98.7
MA,2505220,GEORGETOWN,rla,0.512,0.06175835,0.503,0.0491,0.406,0.06369264,0.409,0.0523,-0.106,0.08872076,-0.0943,0.0507,603,592,6,6,100.5,98.7
MA,2505280,GLOUCESTER,mth,0.177,0.06210304,0.171,0.0521,-0.0508,0.0635545,-0.043,0.055,-0.228,0.08886924,-0.214,0.0608,1300,1223,6,6,216.7,203.8
MA,2505280,GLOUCESTER,rla,0.233,0.05680636,0.243,0.0459,0.146,0.05839697,0.138,0.0487,-0.0876,0.08149585,-0.104,0.0492,1296,1225,6,6,216.0,204.2
MA,2505370,GRAFTON,mth,0.565,0.06148154,0.565,0.0515,0.369,0.06218154,0.365,0.0541,-0.196,0.08744958,-0.2,0.0603,1542,1421,6,6,257.0,236.8
MA,2505370,GRAFTON,rla,0.558,0.05496264,0.553,0.0448,0.466,0.05725008,0.466,0.0478,-0.0927,0.07936291,-0.0873,0.0487,1542,1426,6,6,257.0,237.7
MA,2505490,GREENFIELD,mth,-0.258,0.06778668,-0.269,0.0559,-0.587,0.06796537,-0.558,0.0583,-0.329,0.09601051,-0.289,0.0631,781,653,6,6,130.2,108.8
MA,2505490,GREENFIELD,rla,-0.135,0.05964961,-0.157,0.0476,-0.381,0.06054585,-0.343,0.0503,-0.246,0.08499638,-0.186,0.0499,785,652,6,6,130.8,108.7
MA,2505500,GROTON-DUNSTABLE,mth,0.738,0.06387795,0.72,0.053,0.539,0.063696,0.542,0.0553,-0.199,0.09019742,-0.179,0.0612,1079,1080,6,6,179.8,180.0
MA,2505500,GROTON-DUNSTABLE,rla,0.636,0.05763717,0.666,0.0464,0.686,0.05952096,0.64,0.0494,0.0509,0.08282741,-0.0262,0.0495,1077,1080,6,6,179.5,180.0
MA,2505670,HAMILTON-WENHAM,mth,0.689,0.06391275,0.668,0.0532,0.44,0.06555678,0.452,0.0565,-0.249,0.09155714,-0.215,0.0617,773,761,6,6,128.8,126.8
MA,2505670,HAMILTON-WENHAM,rla,0.846,0.06005604,0.826,0.0482,0.752,0.06324525,0.757,0.0518,-0.0939,0.08727704,-0.0691,0.0504,771,761,6,6,128.5,126.8
MA,2505730,HAMPDEN-WILBRAHAM,rla,0.444,0.05565867,0.473,0.0453,0.454,0.05832277,0.421,0.0485,0.0103,0.08058416,-0.0529,0.049,1280,1216,6,6,213.3,202.7
MA,2505730,HAMPDEN-WILBRAHAM,mth,0.384,0.06087395,0.376,0.0511,0.173,0.0615597,0.176,0.0537,-0.211,0.08655011,-0.199,0.0601,1277,1212,6,6,212.8,202.0
MA,2505790,HANOVER,mth,0.565,0.06174637,0.566,0.0517,0.388,0.06187944,0.382,0.0539,-0.177,0.08742439,-0.184,0.0603,1199,1189,6,6,199.8,198.2
