stateabb,sedaadmin,sedaadminname,subject,ys_mn19_ol,ys_mn19_ol_se,ys_mn19_eb,ys_mn19_eb_se,ys_mn22_ol,ys_mn22_ol_se,ys_mn22_eb,ys_mn22_eb_se,ys_chg_ol,ys_chg_ol_se,ys_chg_eb,ys_chg_eb_se,tot_asmt19,tot_asmt22,cell19,cell22,avg_asmt19,avg_asmt22
TX,4813110,CARTHAGE ISD,mth,-0.146,0.10121028,-0.115,0.0855,-0.143,0.10172518,-0.151,0.087,0.00358,0.1223773,-0.0359,0.096,818,736,4,4,204.5,184.0
TX,4813110,CARTHAGE ISD,rla,-0.2,0.04605075,-0.189,0.0428,-0.091,0.07291047,-0.114,0.0607,0.109,0.08635574,0.0748,0.0669,1226,608,6,3,204.3,202.7
TX,4813170,CASTLEBERRY ISD,mth,-0.331,0.09820946,-0.3,0.0836,-0.514,0.1003468,-0.464,0.0862,-0.184,0.12050483,-0.165,0.0951,1195,994,4,4,298.8,248.5
TX,4813170,CASTLEBERRY ISD,rla,-0.375,0.04224845,-0.376,0.0397,-0.38,0.07276055,-0.37,0.0606,-0.00527,0.0832737,0.0061,0.0654,1758,832,6,3,293.0,277.3
TX,4813230,CEDAR HILL ISD,mth,-0.196,0.09644972,-0.228,0.0825,-0.563,0.09835366,-0.518,0.0845,-0.368,0.11750806,-0.289,0.0935,2233,1851,4,4,558.3,462.8
TX,4813230,CEDAR HILL ISD,rla,-0.304,0.03793108,-0.318,0.036,-0.524,0.06342469,-0.458,0.0549,-0.22,0.07270452,-0.139,0.0599,3527,1624,6,3,587.8,541.3
TX,4813290,CELINA ISD,mth,0.352,0.10059846,0.321,0.0851,0.283,0.09903931,0.269,0.0851,-0.0687,0.12043008,-0.0517,0.0949,790,1074,4,4,197.5,268.5
TX,4813290,CELINA ISD,rla,0.337,0.04451658,0.327,0.0415,0.326,0.06991635,0.326,0.0588,-0.0107,0.08283127,-0.00124,0.0652,1230,768,6,3,205.0,256.0
TX,4813320,CENTER ISD,mth,0.0571,0.09832797,0.0169,0.0836,-0.18,0.10154403,-0.17,0.0867,-0.237,0.12036754,-0.187,0.0951,763,685,4,4,190.8,171.3
TX,4813320,CENTER ISD,rla,-0.307,0.04312884,-0.293,0.0404,-0.144,0.07150067,-0.185,0.0597,0.163,0.08382066,0.108,0.0656,1149,534,6,3,191.5,178.0
TX,4813530,LUMBERTON ISD,mth,0.0745,0.09767474,0.0819,0.0833,0.00897,0.09849708,0.019,0.0847,-0.0655,0.11828432,-0.0629,0.0939,1268,1230,4,4,317.0,307.5
TX,4813530,LUMBERTON ISD,rla,0.0121,0.03997005,-0.00121,0.0377,-0.0503,0.06559914,-0.0381,0.0561,-0.0624,0.07676263,-0.0369,0.0621,1890,959,6,3,315.0,319.7
TX,4813590,CHANNELVIEW ISD,rla,-0.3,0.0362265,-0.31,0.0345,-0.406,0.06036073,-0.377,0.0527,-0.106,0.06994437,-0.0665,0.0583,4403,2179,6,3,733.8,726.3
TX,4813590,CHANNELVIEW ISD,mth,0.0392,0.09509365,0.0105,0.0815,-0.262,0.09601443,-0.216,0.083,-0.301,0.11534092,-0.226,0.0925,2950,2698,4,4,737.5,674.5
TX,4813650,CHAPEL HILL ISD,mth,-0.297,0.09907273,-0.296,0.0841,-0.671,0.10222188,-0.582,0.0876,-0.374,0.12263696,-0.286,0.0963,1038,935,4,4,259.5,233.8
TX,4813650,CHAPEL HILL ISD,rla,-0.369,0.0434086,-0.381,0.0407,-0.523,0.07247375,-0.464,0.0605,-0.154,0.08377366,-0.083,0.0656,1574,761,6,3,262.3,253.7
TX,4813960,CHINA SPRING ISD,mth,0.303,0.09928552,0.288,0.0843,0.298,0.10119926,0.274,0.0866,-0.00505,0.12093534,-0.0135,0.0953,852,915,4,4,213.0,228.8
TX,4813960,CHINA SPRING ISD,rla,0.119,0.04282716,0.121,0.0402,0.238,0.07122782,0.198,0.0597,0.119,0.08293577,0.0775,0.0652,1327,671,6,3,221.2,223.7
TX,4814280,CLEAR CREEK ISD,mth,0.226,0.09365497,0.208,0.0806,0.15,0.09414025,0.141,0.0817,-0.0763,0.11315232,-0.0662,0.0913,12465,11635,4,4,3116.3,2908.8
TX,4814280,CLEAR CREEK ISD,rla,0.161,0.03427701,0.154,0.0327,0.106,0.05665665,0.119,0.0501,-0.0552,0.0660064,-0.0352,0.056,18922,9402,6,3,3153.7,3134.0
TX,4814310,CLEBURNE ISD,mth,-0.214,0.09613666,-0.188,0.0822,-0.201,0.09629665,-0.223,0.0832,0.0132,0.11599838,-0.0352,0.0928,2074,2027,4,4,518.5,506.8
TX,4814310,CLEBURNE ISD,rla,-0.421,0.03836689,-0.415,0.0363,-0.332,0.06270032,-0.348,0.0542,0.0888,0.07320175,0.0674,0.0602,3125,1572,6,3,520.8,524.0
TX,4814370,CLEVELAND ISD,mth,-0.237,0.09579958,-0.272,0.082,-0.661,0.09624331,-0.602,0.0831,-0.424,0.11576441,-0.33,0.0926,2234,3427,4,4,558.5,856.8
TX,4814370,CLEVELAND ISD,rla,-0.525,0.03846544,-0.544,0.0364,-0.738,0.06207572,-0.681,0.0537,-0.213,0.07313458,-0.137,0.0601,3252,2775,6,3,542.0,925.0
TX,4814430,CLINT ISD,mth,-0.159,0.09521237,-0.171,0.0816,-0.494,0.09587003,-0.431,0.0829,-0.335,0.11521972,-0.26,0.0924,3415,2905,4,4,853.8,726.3
TX,4814430,CLINT ISD,rla,-0.375,0.03640425,-0.382,0.0346,-0.468,0.06080918,-0.438,0.053,-0.0921,0.07042849,-0.0553,0.0586,5216,2414,6,3,869.3,804.7
TX,4814670,COLUMBIA-BRAZORIA ISD,rla,-0.462,0.04511676,-0.448,0.0422,-0.404,0.07475043,-0.399,0.0621,0.0578,0.08514001,0.0488,0.0663,1463,720,6,3,243.8,240.0
TX,4814670,COLUMBIA-BRAZORIA ISD,mth,-0.132,0.10157314,-0.105,0.0857,-0.0533,0.10106312,-0.097,0.0865,0.079,0.12193697,0.0083,0.0957,992,859,4,4,248.0,214.8
TX,4814700,COLUMBUS ISD,mth,0.0267,0.10777433,-0.025,0.0895,-0.355,0.10971432,-0.293,0.0922,-0.382,0.13062005,-0.268,0.0999,444,381,4,4,111.0,95.3
TX,4814700,COLUMBUS ISD,rla,-0.232,0.05006887,-0.223,0.0461,-0.174,0.07686146,-0.179,0.063,0.0575,0.09145573,0.0447,0.0691,669,335,6,3,111.5,111.7
TX,4814730,COMAL ISD,mth,0.359,0.094077,0.349,0.0809,0.376,0.09457831,0.357,0.082,0.0168,0.1137018,0.00786,0.0916,7667,8198,4,4,1916.8,2049.5
TX,4814730,COMAL ISD,rla,0.195,0.0347767,0.193,0.0332,0.235,0.05742345,0.226,0.0506,0.0405,0.06686834,0.0327,0.0565,11362,6600,6,3,1893.7,2200.0
TX,4814850,COMMUNITY ISD,mth,-0.0392,0.10069136,-0.054,0.0853,-0.447,0.10028947,-0.338,0.0858,-0.407,0.12155564,-0.284,0.0954,735,1067,4,4,183.8,266.8
TX,4814850,COMMUNITY ISD,rla,-0.0332,0.04493648,-0.0672,0.0419,-0.239,0.07129652,-0.191,0.0598,-0.206,0.08382627,-0.124,0.0657,1094,764,6,3,182.3,254.7
TX,4815000,CONROE ISD,mth,0.42,0.09360491,0.387,0.0806,0.341,0.09407998,0.331,0.0816,-0.079,0.11302296,-0.0558,0.0912,19714,19930,4,4,4928.5,4982.5
TX,4815000,CONROE ISD,rla,0.169,0.03401577,0.161,0.0325,0.124,0.05620222,0.132,0.0498,-0.0446,0.06546815,-0.0285,0.0556,29279,15845,6,3,4879.8,5281.7
TX,4815180,LUBBOCK-COOPER ISD,mth,0.191,0.09632374,0.211,0.0823,0.187,0.09670467,0.202,0.0835,-0.00338,0.11645332,-0.00879,0.093,2150,2269,4,4,537.5,567.3
TX,4815180,LUBBOCK-COOPER ISD,rla,0.0508,0.0384735,0.0426,0.0364,0.00342,0.06227879,0.0159,0.054,-0.0474,0.0727635,-0.0267,0.0599,3106,1816,6,3,517.7,605.3
TX,4815210,COPPELL ISD,rla,0.683,0.03785519,0.666,0.0359,0.566,0.06300037,0.59,0.0544,-0.117,0.07344989,-0.0769,0.0603,6127,3164,6,3,1021.2,1054.7
TX,4815210,COPPELL ISD,mth,0.727,0.09736802,0.673,0.0831,0.519,0.09702451,0.563,0.0837,-0.209,0.1173456,-0.11,0.0934,3434,3431,4,4,858.5,857.8
TX,4815240,COPPERAS COVE ISD,rla,-0.192,0.03714174,-0.199,0.0353,-0.246,0.06132583,-0.23,0.0533,-0.0541,0.07141517,-0.0307,0.0592,3665,1836,6,3,610.8,612.0
TX,4815240,COPPERAS COVE ISD,mth,-0.00234,0.09568699,0.0153,0.0819,0.0275,0.0965021,0.00734,0.0834,0.0299,0.11595033,-0.00795,0.0928,2505,2307,4,4,626.3,576.8
TX,4815270,CORPUS CHRISTI ISD,mth,-0.0756,0.09360474,-0.0643,0.0805,-0.241,0.09425082,-0.202,0.0818,-0.165,0.11313173,-0.138,0.0913,11335,9236,4,4,2833.8,2309.0
TX,4815270,CORPUS CHRISTI ISD,rla,-0.205,0.03421784,-0.211,0.0327,-0.219,0.05677977,-0.216,0.0502,-0.0139,0.06606954,-0.00569,0.056,16900,7312,6,3,2816.7,2437.3
TX,4815330,CORSICANA ISD,mth,-0.0159,0.09646676,-0.00978,0.0825,0.0243,0.09766032,-0.018,0.0841,0.0402,0.11685234,-0.00824,0.0932,1891,1742,4,4,472.8,435.5
TX,4815330,CORSICANA ISD,rla,-0.362,0.03867922,-0.356,0.0366,-0.345,0.06454966,-0.334,0.0555,0.0167,0.07476148,0.0222,0.061,2717,1357,6,3,452.8,452.3
TX,4815510,CRANDALL ISD,mth,0.144,0.0981959,0.079,0.0835,-0.165,0.097718,-0.153,0.0843,-0.309,0.11851475,-0.231,0.0941,1371,1722,4,4,342.8,430.5
TX,4815510,CRANDALL ISD,rla,-0.0484,0.04003608,-0.0608,0.0378,-0.097,0.06410955,-0.0892,0.0552,-0.0486,0.0751005,-0.0283,0.0612,2094,1355,6,3,349.0,451.7
TX,4815750,CROSBY ISD,mth,0.0702,0.09603049,0.0356,0.0821,-0.0422,0.09679012,-0.0735,0.0836,-0.112,0.11629396,-0.109,0.093,1979,1911,4,4,494.8,477.8
TX,4815750,CROSBY ISD,rla,-0.178,0.03806824,-0.196,0.0361,-0.355,0.06221374,-0.309,0.0538,-0.177,0.0729777,-0.113,0.06,2929,1545,6,3,488.2,515.0
TX,4815910,CROWLEY ISD,mth,-0.232,0.09494309,-0.22,0.0814,-0.515,0.09567918,-0.445,0.0828,-0.283,0.11481957,-0.225,0.0922,4679,4343,4,4,1169.8,1085.8
TX,4815910,CROWLEY ISD,rla,-0.353,0.03589376,-0.355,0.0342,-0.345,0.05893851,-0.343,0.0517,0.00817,0.06871573,0.0119,0.0576,7160,3579,6,3,1193.3,1193.0
TX,4815930,CRYSTAL CITY ISD,mth,-0.406,0.10428819,-0.393,0.0875,-0.511,0.10599553,-0.528,0.0904,-0.105,0.12914082,-0.135,0.0993,590,473,4,4,147.5,118.3
TX,4815930,CRYSTAL CITY ISD,rla,-0.571,0.05164987,-0.567,0.0473,-0.668,0.07638176,-0.607,0.0632,-0.0964,0.09011588,-0.0398,0.0686,900,390,6,3,150.0,130.0
TX,4815960,CUERO ISD,mth,-0.195,0.10120261,-0.176,0.0855,-0.257,0.10513415,-0.261,0.0895,-0.0618,0.12593898,-0.0848,0.0978,568,533,4,4,142.0,133.3
TX,4815960,CUERO ISD,rla,-0.171,0.04495461,-0.181,0.0421,-0.286,0.07859428,-0.237,0.064,-0.115,0.08969673,-0.0555,0.0683,867,464,6,3,144.5,154.7
TX,4816110,CYPRESS-FAIRBANKS ISD,rla,0.0587,0.03360819,0.0602,0.0322,0.0932,0.05569537,0.0913,0.0494,0.0345,0.06481453,0.0311,0.0552,53042,26621,6,3,8840.3,8873.7
TX,4816110,CYPRESS-FAIRBANKS ISD,mth,0.207,0.0932644,0.164,0.0803,0.0516,0.09375105,0.0362,0.0814,-0.155,0.11259546,-0.128,0.091,35178,32888,4,4,8794.5,8222.0
TX,4816230,DALLAS ISD,mth,-0.0566,0.09319657,-0.0608,0.0803,-0.231,0.09369502,-0.209,0.0814,-0.174,0.11252922,-0.148,0.091,47122,38783,4,4,11780.5,9695.8
TX,4816230,DALLAS ISD,rla,-0.294,0.03356342,-0.298,0.0321,-0.297,0.05559223,-0.296,0.0493,-0.00298,0.06472299,0.00265,0.0552,68030,28611,6,3,11338.3,9537.0
TX,4816410,DAYTON ISD,mth,-0.258,0.09750952,-0.248,0.0831,-0.444,0.09773344,-0.417,0.0843,-0.186,0.11806582,-0.168,0.0938,1721,1665,4,4,430.3,416.3
TX,4816410,DAYTON ISD,rla,-0.499,0.04073137,-0.504,0.0384,-0.577,0.06480236,-0.545,0.0557,-0.0781,0.07583581,-0.041,0.0616,2530,1376,6,3,421.7,458.7
TX,4816500,DECATUR ISD,mth,-0.00125,0.09806792,-0.0205,0.0835,-0.0752,0.09875015,-0.107,0.0849,-0.074,0.11882274,-0.0868,0.0942,1050,1063,4,4,262.5,265.8
TX,4816500,DECATUR ISD,rla,-0.119,0.0417991,-0.123,0.0392,-0.115,0.06870347,-0.115,0.058,0.00361,0.08079219,0.00816,0.0642,1537,831,6,3,256.2,277.0
TX,4816530,DEER PARK ISD,mth,0.147,0.09470259,0.119,0.0812,-0.00237,0.09524257,-0.00268,0.0825,-0.149,0.11456399,-0.122,0.0921,3647,3232,4,4,911.8,808.0
TX,4816530,DEER PARK ISD,rla,-0.0509,0.03543916,-0.0478,0.0338,0.00431,0.05875432,-0.0023,0.0516,0.0552,0.06837242,0.0455,0.0574,5964,2945,6,3,994.0,981.7
TX,4816620,DEL VALLE ISD,mth,-0.443,0.09531662,-0.424,0.0817,-0.601,0.09677564,-0.589,0.0835,-0.158,0.11606247,-0.165,0.0928,3412,2979,4,4,853.0,744.8
TX,4816620,DEL VALLE ISD,rla,-0.606,0.03723499,-0.602,0.0354,-0.608,0.06163032,-0.592,0.0535,-0.00187,0.07156872,0.01,0.0592,5083,2597,6,3,847.2,865.7
TX,4816710,DENISON ISD,mth,0.0628,0.09771639,0.0569,0.0833,0.00436,0.09867726,-0.00871,0.0848,-0.0585,0.11839406,-0.0656,0.094,1411,1321,4,4,352.8,330.3
TX,4816710,DENISON ISD,rla,-0.106,0.04006103,-0.113,0.0378,-0.161,0.06559737,-0.143,0.0561,-0.0557,0.07677204,-0.0293,0.0621,2108,1068,6,3,351.3,356.0
TX,4816740,DENTON ISD,rla,0.00316,0.0344804,-0.0109,0.0329,-0.158,0.05708038,-0.121,0.0504,-0.161,0.0664166,-0.11,0.0562,13685,6963,6,3,2280.8,2321.0
TX,4816740,DENTON ISD,mth,0.128,0.09382825,0.0795,0.0807,-0.238,0.09441506,-0.189,0.0819,-0.366,0.11337651,-0.268,0.0914,9049,9097,4,4,2262.3,2274.3
TX,4816770,DENVER CITY ISD,mth,-0.147,0.10386089,-0.139,0.0872,-0.159,0.10491769,-0.195,0.0891,-0.0112,0.12730343,-0.0563,0.0983,532,461,4,4,133.0,115.3
TX,4816770,DENVER CITY ISD,rla,-0.271,0.04925615,-0.263,0.0455,-0.303,0.07717518,-0.268,0.0637,-0.0314,0.08927075,-0.00481,0.0682,778,395,6,3,129.7,131.7
TX,4816860,DESOTO ISD,mth,-0.39,0.09573737,-0.384,0.0819,-0.698,0.09882173,-0.641,0.0851,-0.308,0.11772931,-0.256,0.0938,2600,1769,4,4,650.0,442.3
TX,4816860,DESOTO ISD,rla,-0.431,0.03712519,-0.427,0.0353,-0.421,0.06203839,-0.41,0.0539,0.00931,0.07140733,0.0164,0.0592,4103,1743,6,3,683.8,581.0
TX,4816950,DEVINE ISD,mth,-0.121,0.10310192,-0.0765,0.0867,-0.136,0.10366757,-0.116,0.088,-0.015,0.12447682,-0.0393,0.0969,588,534,4,4,147.0,133.5
TX,4816950,DEVINE ISD,rla,-0.224,0.04830023,-0.235,0.0447,-0.265,0.07679123,-0.252,0.0631,-0.0406,0.08979295,-0.0163,0.0684,907,450,6,3,151.2,150.0
TX,4817040,DIBOLL ISD,mth,-0.0492,0.1034235,-0.0531,0.0873,-0.0268,0.10417707,-0.0869,0.0884,0.0224,0.12648372,-0.0338,0.0977,534,460,4,4,133.5,115.0
TX,4817040,DIBOLL ISD,rla,-0.276,0.04696419,-0.283,0.0437,-0.3,0.07741711,-0.289,0.0635,-0.0245,0.09031534,-0.00558,0.0687,805,373,6,3,134.2,124.3
TX,4817070,DICKINSON ISD,mth,0.000465,0.09510058,-0.00329,0.0815,-0.211,0.09544214,-0.168,0.0826,-0.212,0.11475005,-0.165,0.0921,3529,3446,4,4,882.3,861.5
TX,4817070,DICKINSON ISD,rla,-0.229,0.03658619,-0.234,0.0348,-0.248,0.05949154,-0.241,0.0521,-0.0193,0.06954873,-0.00755,0.0581,5239,2759,6,3,873.2,919.7
TX,4817390,DONNA ISD,mth,-0.127,0.09448724,-0.164,0.0811,-0.427,0.09554503,-0.409,0.0827,-0.3,0.11449694,-0.245,0.092,4408,3593,4,4,1102.0,898.3
TX,4817390,DONNA ISD,rla,-0.48,0.03585925,-0.487,0.0341,-0.556,0.05980978,-0.532,0.0523,-0.0763,0.06954178,-0.0455,0.0581,6621,2870,6,3,1103.5,956.7
TX,4817610,DUMAS ISD,rla,-0.307,0.03955655,-0.295,0.0374,-0.131,0.06512819,-0.172,0.0558,0.176,0.07607882,0.123,0.0617,1968,951,6,3,328.0,317.0
TX,4817610,DUMAS ISD,mth,0.061,0.09707488,0.0707,0.0827,0.12,0.09790598,0.0827,0.0844,0.059,0.11774782,0.012,0.0937,1327,1191,4,4,331.8,297.8
TX,4817640,DUNCANVILLE ISD,mth,-0.157,0.09509398,-0.189,0.0815,-0.413,0.09627671,-0.407,0.0833,-0.256,0.11565586,-0.218,0.0926,3595,2900,4,4,898.8,725.0
TX,4817640,DUNCANVILLE ISD,rla,-0.366,0.03613484,-0.365,0.0344,-0.364,0.05988524,-0.356,0.0524,0.00146,0.06926459,0.00943,0.0579,5663,2729,6,3,943.8,909.7
TX,4817700,EAGLE MT-SAGINAW ISD,mth,0.0333,0.09413388,0.00152,0.0809,-0.154,0.09454886,-0.157,0.082,-0.187,0.11369345,-0.159,0.0916,6302,6447,4,4,1575.5,1611.8
TX,4817700,EAGLE MT-SAGINAW ISD,rla,-0.0647,0.03492927,-0.0683,0.0333,-0.129,0.05759445,-0.107,0.0508,-0.0646,0.06699208,-0.0383,0.0566,9478,5283,6,3,1579.7,1761.0
TX,4817730,EAGLE PASS ISD,mth,0.205,0.0944688,0.129,0.0811,-0.0961,0.09528449,-0.102,0.0825,-0.301,0.11431429,-0.231,0.0919,4251,3667,4,4,1062.8,916.8
TX,4817730,EAGLE PASS ISD,rla,-0.123,0.03532938,-0.136,0.0337,-0.231,0.05894452,-0.206,0.0517,-0.107,0.06849789,-0.0708,0.0575,6448,2911,6,3,1074.7,970.3
TX,4817760,EANES ISD,mth,0.555,0.09745044,0.55,0.0831,0.496,0.09715371,0.533,0.0838,-0.0589,0.11754273,-0.0162,0.0935,2019,1883,4,4,504.8,470.8
TX,4817760,EANES ISD,rla,0.735,0.03982149,0.707,0.0375,0.526,0.06545681,0.574,0.0558,-0.21,0.07728056,-0.133,0.0623,3792,1879,6,3,632.0,626.3
TX,4817850,EAST CENTRAL ISD,mth,-0.434,0.09562562,-0.415,0.0819,-0.588,0.096363,-0.577,0.0833,-0.154,0.11610407,-0.162,0.0929,2956,2813,4,4,739.0,703.3
TX,4817850,EAST CENTRAL ISD,rla,-0.546,0.03730828,-0.547,0.0354,-0.587,0.0603331,-0.566,0.0527,-0.0413,0.07040315,-0.0188,0.0586,4604,2349,6,3,767.3,783.0
TX,4818000,ECTOR COUNTY ISD,rla,-0.53,0.03468338,-0.523,0.0331,-0.412,0.05727699,-0.433,0.0505,0.117,0.06682736,0.0902,0.0565,15179,6971,6,3,2529.8,2323.7
TX,4818000,ECTOR COUNTY ISD,mth,-0.349,0.09388903,-0.312,0.0807,-0.359,0.0945223,-0.369,0.0819,-0.0104,0.11344257,-0.0566,0.0914,10473,9162,4,4,2618.3,2290.5
TX,4818060,EDCOUCH-ELSA ISD,rla,-0.446,0.04067175,-0.445,0.0383,-0.404,0.06821883,-0.409,0.0578,0.0427,0.07953254,0.0356,0.0635,2247,896,6,3,374.5,298.7
TX,4818060,EDCOUCH-ELSA ISD,mth,-0.236,0.09817815,-0.252,0.0833,-0.62,0.09987188,-0.547,0.086,-0.384,0.1199775,-0.295,0.095,1532,1100,4,4,383.0,275.0
TX,4818150,EDGEWOOD ISD,mth,-0.56,0.09652199,-0.546,0.0824,-0.847,0.09899547,-0.803,0.0851,-0.287,0.11780362,-0.257,0.0938,3017,2281,4,4,754.3,570.3
TX,4818150,EDGEWOOD ISD,rla,-0.657,0.03754076,-0.661,0.0356,-0.71,0.06317479,-0.687,0.0545,-0.0527,0.07360332,-0.026,0.0604,4255,1781,6,3,709.2,593.7
TX,4818180,EDINBURG CISD,mth,0.0579,0.09370981,0.0701,0.0806,-0.149,0.09429934,-0.0808,0.0818,-0.207,0.11320434,-0.151,0.0913,10100,8789,4,4,2525.0,2197.3
TX,4818180,EDINBURG CISD,rla,-0.0954,0.03429165,-0.103,0.0328,-0.0918,0.05698454,-0.0989,0.0503,0.0036,0.06625157,0.00457,0.0561,15152,6604,6,3,2525.3,2201.3
TX,4818280,EL CAMPO ISD,mth,0.0154,0.09870198,0.053,0.0839,-0.0568,0.10116037,-0.00711,0.0865,-0.0722,0.12097226,-0.0602,0.0953,1042,915,4,4,260.5,228.8
TX,4818280,EL CAMPO ISD,rla,-0.373,0.04344093,-0.359,0.0407,-0.142,0.07137533,-0.21,0.0599,0.23,0.08334766,0.148,0.0655,1608,706,6,3,268.0,235.3
TX,4818300,EL PASO ISD,mth,-0.0235,0.09350185,-0.0268,0.0805,-0.24,0.09405491,-0.198,0.0816,-0.216,0.11290818,-0.171,0.0912,15758,13310,4,4,3939.5,3327.5
TX,4818300,EL PASO ISD,rla,-0.141,0.0339374,-0.15,0.0324,-0.189,0.05636853,-0.18,0.0499,-0.0481,0.06557736,-0.0308,0.0557,23758,10304,6,3,3959.7,3434.7
TX,4818360,ELGIN ISD,mth,-0.644,0.09952681,-0.593,0.0845,-0.785,0.10074765,-0.757,0.0864,-0.141,0.12128043,-0.164,0.0954,1319,1360,4,4,329.8,340.0
TX,4818360,ELGIN ISD,rla,-0.546,0.04218838,-0.545,0.0396,-0.538,0.06795261,-0.53,0.0577,0.00782,0.07963373,0.0147,0.0636,1976,1154,6,3,329.3,384.7
TX,4818540,ENNIS ISD,mth,-0.0109,0.09713704,0.00128,0.0829,-0.0625,0.0977033,-0.06,0.0842,-0.0517,0.11740747,-0.0612,0.0935,1693,1656,4,4,423.3,414.0
TX,4818540,ENNIS ISD,rla,-0.22,0.03906,-0.213,0.0369,-0.091,0.06437031,-0.121,0.0553,0.129,0.07513599,0.0918,0.0612,2551,1277,6,3,425.2,425.7
TX,4818720,EUSTACE ISD,rla,-0.0142,0.04688234,-0.0181,0.0435,0.0263,0.0765716,0.011,0.0628,0.0405,0.08972299,0.0291,0.0684,680,362,6,3,113.3,120.7
TX,4818720,EUSTACE ISD,mth,0.0866,0.10230752,0.0734,0.0861,-0.0573,0.10195314,-0.0426,0.0872,-0.144,0.12367987,-0.116,0.0966,456,484,4,4,114.0,121.0
TX,4818810,EVERMAN ISD,mth,-0.286,0.09688844,-0.251,0.0827,-0.419,0.09884291,-0.379,0.0849,-0.133,0.1179019,-0.128,0.0938,1812,1419,4,4,453.0,354.8
TX,4818810,EVERMAN ISD,rla,-0.34,0.03847636,-0.35,0.0365,-0.468,0.06487906,-0.426,0.0558,-0.127,0.07447389,-0.0761,0.0609,2826,1233,6,3,471.0,411.0
TX,4818900,FABENS ISD,mth,0.0815,0.10111801,0.0577,0.0854,-0.18,0.10252161,-0.132,0.0876,-0.261,0.12321085,-0.19,0.0965,644,534,4,4,161.0,133.5
TX,4818900,FABENS ISD,rla,-0.305,0.04778464,-0.344,0.0444,-0.529,0.0790614,-0.467,0.0647,-0.224,0.09035343,-0.123,0.0687,965,463,6,3,160.8,154.3
TX,4818940,FAIRFIELD ISD,mth,-0.171,0.10282705,-0.128,0.0866,-0.169,0.10752957,-0.165,0.0907,0.00158,0.1269214,-0.0368,0.0982,572,501,4,4,143.0,125.3
TX,4818940,FAIRFIELD ISD,rla,-0.171,0.04829002,-0.183,0.0448,-0.251,0.07908727,-0.221,0.0646,-0.0805,0.09110038,-0.0373,0.069,840,407,6,3,140.0,135.7
TX,4819080,FARMERSVILLE ISD,mth,0.0699,0.10298931,0.0304,0.0866,-0.329,0.10277758,-0.245,0.0877,-0.399,0.12427416,-0.275,0.0969,514,583,4,4,128.5,145.8
TX,4819080,FARMERSVILLE ISD,rla,0.0234,0.04683316,0.0289,0.0435,0.112,0.07492178,0.0893,0.0619,0.0889,0.0880604,0.0605,0.0676,815,478,6,3,135.8,159.3
TX,4819170,FERRIS ISD,mth,-0.264,0.09963919,-0.216,0.0845,-0.242,0.10061465,-0.246,0.0863,0.0223,0.121609,-0.0295,0.0956,830,687,4,4,207.5,171.8
TX,4819170,FERRIS ISD,rla,-0.406,0.04357769,-0.395,0.0408,-0.283,0.07361354,-0.31,0.0611,0.123,0.0847243,0.0848,0.066,1204,626,6,3,200.7,208.7
TX,4819350,FLORESVILLE ISD,mth,-0.0366,0.09774577,-0.0663,0.0833,-0.227,0.0989905,-0.231,0.0851,-0.19,0.11912322,-0.164,0.0944,1210,1127,4,4,302.5,281.8
TX,4819350,FLORESVILLE ISD,rla,-0.247,0.04122006,-0.242,0.0388,-0.261,0.06852479,-0.239,0.0582,-0.0137,0.07887112,0.00277,0.0632,1835,910,6,3,305.8,303.3
TX,4819380,FLOUR BLUFF ISD,rla,0.0215,0.03933377,0.0267,0.0372,0.121,0.06497106,0.0985,0.0557,0.0995,0.0757274,0.0719,0.0615,2562,1337,6,3,427.0,445.7
TX,4819380,FLOUR BLUFF ISD,mth,0.0612,0.09702559,0.0797,0.0828,0.0952,0.09732595,0.0802,0.084,0.034,0.11726331,0.000433,0.0934,1559,1485,4,4,389.8,371.3
TX,4819560,FORNEY ISD,mth,0.382,0.09549967,0.287,0.0818,-0.0617,0.09554684,-0.0218,0.0827,-0.444,0.11503002,-0.308,0.0923,3602,4446,4,4,900.5,1111.5
TX,4819560,FORNEY ISD,rla,0.0765,0.03625099,0.0539,0.0345,-0.118,0.05914457,-0.0794,0.0518,-0.194,0.06897366,-0.133,0.0577,5409,3544,6,3,901.5,1181.3
TX,4819650,FORT BEND ISD,mth,0.335,0.09354345,0.292,0.0805,0.141,0.09397835,0.152,0.0816,-0.194,0.11292386,-0.14,0.0912,22995,22311,4,4,5748.8,5577.8
TX,4819650,FORT BEND ISD,rla,0.162,0.03392625,0.154,0.0324,0.115,0.05603677,0.125,0.0497,-0.0462,0.0652361,-0.0294,0.0555,35094,18180,6,3,5849.0,6060.0
TX,4819700,FORT WORTH ISD,mth,-0.397,0.09343461,-0.375,0.0804,-0.606,0.0940706,-0.565,0.0816,-0.208,0.11293308,-0.19,0.0912,25490,20321,4,4,6372.5,5080.3
TX,4819700,FORT WORTH ISD,rla,-0.426,0.03384168,-0.437,0.0324,-0.553,0.05624883,-0.522,0.0498,-0.126,0.0653729,-0.085,0.0556,38125,14666,6,3,6354.2,4888.7
TX,4819830,FRENSHIP ISD,mth,0.148,0.09516557,0.159,0.0816,0.206,0.09566894,0.18,0.0827,0.0581,0.11496338,0.0216,0.0922,3217,3187,4,4,804.3,796.8
